"molregno","standard_type","standard_relation","nm","chembl_id","smiles","SlogP","SMR","LabuteASA","TPSA","AMW","ExactMW","NumLipinskiHBA","NumLipinskiHBD","NumRotatableBonds","NumHBD","NumHBA","NumAmideBonds","NumHeteroAtoms","NumHeavyAtoms","NumAtoms","NumRings","NumAromaticRings","NumSaturatedRings","NumAliphaticRings","NumAromaticHeterocycles","NumSaturatedHeterocycles","NumAliphaticHeterocycles","NumAromaticCarbocycles","NumSaturatedCarbocycles","NumAliphaticCarbocycles","FractionCSP3","Chi0v","Chi1v","Chi2v","Chi3v","Chi4v","Chi1n","Chi2n","Chi3n","Chi4n","HallKierAlpha","kappa1","kappa2","kappa3","slogp_VSA1","slogp_VSA2","slogp_VSA3","slogp_VSA4","slogp_VSA5","slogp_VSA6","slogp_VSA7","slogp_VSA8","slogp_VSA9","slogp_VSA10","slogp_VSA11","slogp_VSA12","smr_VSA1","smr_VSA2","smr_VSA3","smr_VSA4","smr_VSA5","smr_VSA6","smr_VSA7","smr_VSA8","smr_VSA9","smr_VSA10","peoe_VSA1","peoe_VSA2","peoe_VSA3","peoe_VSA4","peoe_VSA5","peoe_VSA6","peoe_VSA7","peoe_VSA8","peoe_VSA9","peoe_VSA10","peoe_VSA11","peoe_VSA12","peoe_VSA13","peoe_VSA14","MQN1","MQN2","MQN3","MQN4","MQN5","MQN6","MQN7","MQN8","MQN9","MQN10","MQN11","MQN12","MQN13","MQN14","MQN15","MQN16","MQN17","MQN18","MQN19","MQN20","MQN21","MQN22","MQN23","MQN24","MQN25","MQN26","MQN27","MQN28","MQN29","MQN30","MQN31","MQN32","MQN33","MQN34","MQN35","MQN36","MQN37","MQN38","MQN39","MQN40","MQN41","MQN42"
340947,"IC50",">",2000.0,"CHEMBL206706","COc1cccc(OC)c1c2ccc3NC(C)(C)C=C(CSCC=C)c3c2",5.877500000000005,118.18270000000005,166.01788603401297,30.490000000000002,381.54100000000017,381.1762501040001,3,1,7,1,4,0,4,27,54,3,2,0,1,0,0,1,2,0,0,0.30434782608695654,17.281363949395967,10.186246727239972,8.148220308624419,5.553733532074422,4.221557373042837,9.03154618886072,7.11796355023241,4.567200632087387,3.47829092304932,-2.329999999999999,19.432095401741826,8.134913774788282,4.163313909575399,14.790514511606428,31.26422754843199,0.0,0.0,19.410925891078243,55.12917830803592,0.0,16.70000751346326,0.0,5.687386274683562,11.49902366656781,11.761884949391115,9.473725907600098,0.0,0.0,0.0,19.38639965176459,31.042090900054976,60.69262979973291,0.0,22.6259266499618,23.022375754143944,14.790514511606428,0.0,0.0,11.761884949391115,6.578935683598497,24.284774350590983,49.249498694993946,22.756544979874135,25.321971826635405,11.49902366656781,0.0,0.0,0.0,0.0,23,0,0,0,0,1,0,0,1,2,0,0,11,1,0,10,7,0,7,5,3,1,1,0,0,5,6,0,0,8,7,1,0,0,0,3,0,0,0,0,2,1
340954,"IC50","=",190.0,"CHEMBL206278","COc1ccc(F)cc1c2ccc3NC(C)(C)C=C(CSCC=C)c3c2",6.008000000000005,111.58870000000006,158.70493409303572,21.259999999999998,369.50500000000017,369.156263608,2,1,6,1,3,0,4,26,50,3,2,0,1,0,0,1,2,0,0,0.2727272727272727,16.25108013194133,9.756873463905082,7.955292562346361,5.309761892607807,4.00365967981684,8.602172925525833,6.925035803954351,4.323228992620771,3.2603932298233222,-2.1999999999999993,18.58691184424013,7.583404719912659,3.9604407417360936,10.05365155780638,24.154430007154456,0.0,5.817220841045895,19.410925891078243,55.12917830803592,0.0,16.70000751346326,0.0,10.077801322358383,5.749511833283905,11.761884949391115,9.127278001474869,0.0,0.0,0.0,19.38639965176459,23.932293358777443,66.50985064077881,0.0,16.876414816677897,23.022375754143944,10.05365155780638,0.0,4.39041504767482,11.761884949391115,6.578935683598497,18.218407282129373,55.31586576345556,28.31999647157113,12.648722793660879,11.5667326743298,0.0,0.0,0.0,0.0,22,1,0,0,0,1,0,0,1,1,0,0,10,1,0,10,7,0,6,3,2,1,1,0,0,5,5,0,0,8,7,1,0,0,0,3,0,0,0,0,2,1
340955,"IC50","=",129.0,"CHEMBL206375","CC1(C)Nc2ccc(cc2C(=C1)CSCC=C)c3cccc(O)c3Cl",6.219300000000005,111.75350000000002,158.15841132528368,32.26,371.933,371.11106300399996,2,2,5,2,3,0,4,25,47,3,2,0,1,0,0,1,2,0,0,0.23809523809523808,16.045974382995883,9.7520553631122,8.127332733092926,5.52379903276149,4.075696402349665,8.219390351723723,6.71911150169169,4.140041698813303,3.0973328495684087,-1.8399999999999999,17.966223318614603,7.185378863808325,3.883093564088697,5.316788604006331,22.151159860717627,0.0,0.0,19.410925891078243,55.12917830803592,5.022633313741326,16.70000751346326,0.0,5.687386274683562,5.749511833283905,23.36282483962363,5.106527394840706,0.0,0.0,0.0,19.38639965176459,16.82249581749991,65.71526311347424,0.0,16.876414816677897,34.62331564437646,10.423315998847038,0.0,0.0,11.761884949391115,6.578935683598497,41.952081309285106,43.18313162653234,28.31999647157113,10.56155856612467,5.749511833283905,0.0,0.0,0.0,0.0,21,0,1,0,0,1,0,0,1,1,0,0,9,1,0,10,7,0,5,3,2,2,2,0,0,5,4,0,0,8,7,1,0,0,0,3,0,0,0,0,2,1
340963,"IC50","=",84.0,"CHEMBL379024","COc1ccc(F)cc1c2ccc3NC(C)(C)C=C(CSCCc4ccccc4)c3c2",7.064700000000006,131.53769999999997,188.08668921688735,21.259999999999998,433.5920000000002,433.187563736,2,1,7,1,3,0,4,31,59,4,3,0,1,0,0,1,3,0,0,0.25925925925925924,19.060481208699834,11.70461387609359,9.51458842310083,6.47335382783368,5.008126314848051,10.54991333771434,8.409416707578295,5.465426168810931,4.025000266728633,-2.719999999999999,21.509714614634913,9.189296220454745,5.132860000876181,10.05365155780638,24.154430007154456,6.4208216229260096,5.817220841045895,24.974377382775238,72.8060578599116,0.0,16.70000751346326,0.0,10.077801322358383,5.749511833283905,11.761884949391115,9.127278001474869,0.0,0.0,0.0,25.8072212746906,23.932293358777443,89.75018168435149,0.0,16.876414816677897,23.022375754143944,10.05365155780638,0.0,4.39041504767482,11.761884949391115,0.0,42.47422251760354,73.05299248482537,22.56714286482434,12.648722793660879,11.5667326743298,0.0,0.0,0.0,0.0,27,1,0,0,0,1,0,0,1,1,0,0,11,0,0,13,10,0,7,3,2,1,1,0,0,4,5,0,0,13,8,1,0,0,0,4,0,0,0,0,2,1
341174,"IC50","=",240.0,"CHEMBL380646","CC1(C)Nc2ccc(cc2C(=C1)CSCCc3ccccc3)c4cccc(O)c4Cl",7.276000000000006,131.7025,187.54016644913534,32.26,436.0200000000001,435.14236313199996,2,2,6,2,3,0,4,30,56,4,3,0,1,0,0,1,3,0,0,0.23076923076923078,18.855375459754384,11.699795775300709,9.686628593847393,6.687390967987364,5.0801630373808795,10.16713076391223,8.20349240531563,5.282238875003462,3.86193988647372,-2.3599999999999994,20.8943544505723,8.788644351948202,4.685451896742615,5.316788604006331,22.151159860717627,6.4208216229260096,0.0,24.974377382775238,72.8060578599116,5.022633313741326,16.70000751346326,0.0,5.687386274683562,5.749511833283905,23.36282483962363,5.106527394840706,0.0,0.0,0.0,25.8072212746906,16.82249581749991,88.95559415704693,0.0,16.876414816677897,34.62331564437646,10.423315998847038,0.0,0.0,11.761884949391115,0.0,66.20789654475928,60.92025834790213,22.56714286482434,10.56155856612467,5.749511833283905,0.0,0.0,0.0,0.0,26,0,1,0,0,1,0,0,1,1,0,0,10,0,0,13,10,0,6,3,2,2,2,0,0,4,4,0,0,13,8,1,0,0,0,4,0,0,0,0,2,1
341181,"IC50",">",2000.0,"CHEMBL203431","COc1ccc(OC)c(c1)c2ccc3NC(C)(C)C=C(CSCC=C)c3c2",5.877500000000006,118.18270000000005,166.017886034013,30.490000000000002,381.54100000000017,381.1762501040001,3,1,7,1,4,0,4,27,54,3,2,0,1,0,0,1,2,0,0,0.30434782608695654,17.281363949395967,10.180263663096262,8.176901077737815,5.554882548452309,4.13752137065413,9.025563124717012,7.146644319345807,4.568349648465274,3.3942549206606123,-2.329999999999999,19.432095401741826,8.134913774788282,4.32926601304509,14.790514511606428,31.26422754843199,0.0,0.0,19.410925891078243,55.12917830803592,0.0,16.70000751346326,0.0,5.687386274683562,11.49902366656781,11.761884949391115,9.473725907600098,0.0,0.0,0.0,19.38639965176459,31.042090900054976,60.69262979973291,0.0,22.6259266499618,23.022375754143944,14.790514511606428,0.0,0.0,11.761884949391115,6.578935683598497,18.218407282129373,55.31586576345556,28.31999647157113,19.75852033493841,11.49902366656781,0.0,0.0,0.0,0.0,23,0,0,0,0,1,0,0,1,2,0,0,11,1,0,10,7,0,7,5,3,1,1,0,0,5,6,0,0,8,7,1,0,0,0,3,0,0,0,0,2,1
341414,"IC50",">",2000.0,"CHEMBL203240","CC1(C)Nc2ccc(cc2C(=C1)CSCC=C)c3ccccc3[N+](=O)[O-]",5.768500000000005,111.73310000000004,157.7138870687058,55.17,366.48600000000005,366.14019894399996,4,1,6,1,4,0,5,26,48,3,2,0,1,0,0,1,2,0,0,0.23809523809523808,15.805927814085553,9.6335903586018,7.884945898394007,5.24898411330877,3.9748192534364835,8.478889820222554,6.854689140001998,4.262451213321733,3.2315528034429657,-2.5300000000000002,18.26675250173071,7.377339589312228,3.8293202672289914,5.316788604006331,21.967943514694593,0.0,10.114318268765572,19.410925891078243,61.19554537649753,0.0,16.70000751346326,0.0,11.374772549367124,0.0,11.761884949391115,4.923311048817671,0.0,0.0,0.0,19.38639965176459,16.82249581749991,76.8733151369601,0.0,11.126902983393991,28.709762028827505,5.316788604006331,10.114318268765572,0.0,11.761884949391115,6.578935683598497,30.351141419052592,43.18313162653234,28.822912048335745,16.02568779289801,0.0,0.0,0.0,5.687386274683562,0.0,21,0,0,0,0,1,0,1,1,2,0,0,9,2,0,10,7,0,6,7,4,1,1,1,1,5,4,1,0,9,6,1,0,0,0,3,0,0,0,0,2,1
341415,"IC50",">",2000.0,"CHEMBL382472","CC1(C)Nc2ccc(cc2C(=C1)CSCC=C)c3ccccc3c4ccccc4",7.5273000000000065,130.51469999999995,178.11800555226998,12.03,397.58700000000005,397.186420864,1,1,6,1,2,0,2,29,56,4,3,0,1,0,0,1,3,0,0,0.18518518518518517,17.928968983605998,11.205518791704675,9.022296240642236,6.160096163222767,4.702148712356002,10.050818253325424,7.9920394822502265,5.1735632632357325,3.9588822623624895,-2.709999999999999,19.599703497162448,8.343119971711724,4.329376037871539,5.316788604006331,17.044632465876923,0.0,0.0,19.410925891078243,91.5273807188056,0.0,27.82691049685725,0.0,5.687386274683562,0.0,11.761884949391115,0.0,0.0,0.0,0.0,19.38639965176459,16.82249581749991,97.09083221050261,0.0,22.253805966787983,23.022375754143944,5.316788604006331,0.0,0.0,11.761884949391115,6.578935683598497,72.81571089828387,53.80711903316171,22.756544979874135,5.538925252383345,0.0,0.0,0.0,0.0,0.0,27,0,0,0,0,1,0,0,1,0,0,0,8,1,0,13,10,0,6,1,1,1,1,0,0,3,4,0,0,14,7,1,0,0,0,4,0,0,0,0,2,1
341454,"IC50","=",1000.0,"CHEMBL203339","COc1cccc(c1)c2ccc3NC(C)(C)C=C(CSCC=C)c3c2",5.8689000000000044,111.63070000000006,154.5393986901095,21.259999999999998,351.5150000000001,351.16568542000005,2,1,6,1,3,0,3,25,50,3,2,0,1,0,0,1,2,0,0,0.2727272727272727,15.95046592812173,9.651224560733802,7.842642918791296,5.24030469582108,3.9125246079485683,8.496524022354551,6.812386160399287,4.253771795834044,3.16925815795505,-2.1299999999999994,17.685288959768116,7.403395111004342,4.103808030571798,10.05365155780638,24.154430007154456,0.0,0.0,19.410925891078243,61.19554537649753,0.0,16.70000751346326,0.0,5.687386274683562,5.749511833283905,11.761884949391115,4.736862953800049,0.0,0.0,0.0,19.38639965176459,23.932293358777443,66.75899686819453,0.0,16.876414816677897,23.022375754143944,10.05365155780638,0.0,0.0,11.761884949391115,6.578935683598497,30.351141419052592,54.81295018669094,22.756544979874135,12.648722793660879,5.749511833283905,0.0,0.0,0.0,0.0,22,0,0,0,0,1,0,0,1,1,0,0,9,1,0,10,7,0,6,3,2,1,1,0,0,4,5,0,0,9,6,1,0,0,0,3,0,0,0,0,2,1
341455,"IC50",">",2000.0,"CHEMBL203341","CCOc1cccc(c1)c2ccc3NC(C)(C)C=C(CSCC=C)c3c2",6.259000000000006,116.24770000000007,160.9043408045061,21.259999999999998,365.54200000000014,365.18133548400004,2,1,7,1,3,0,3,26,53,3,2,0,1,0,0,1,2,0,0,0.30434782608695654,16.65757270930828,10.238758186051301,8.071531475451582,5.315606669389638,4.042003516871514,9.084057647672049,7.041274717059574,4.329073769402601,3.298737066877996,-2.1299999999999994,18.654855561444343,8.046693429269997,4.336144776515299,10.05365155780638,23.65151443038984,0.0,0.0,26.334663090768867,61.19554537649753,0.0,16.70000751346326,0.0,5.687386274683562,5.749511833283905,11.761884949391115,4.736862953800049,0.0,0.0,0.0,26.310136851455216,23.42937778201283,66.75899686819453,0.0,16.876414816677897,23.022375754143944,10.05365155780638,0.0,0.0,11.761884949391115,6.578935683598497,30.351141419052592,61.73668738638156,22.756544979874135,12.145807216896262,5.749511833283905,0.0,0.0,0.0,0.0,23,0,0,0,0,1,0,0,1,1,0,0,10,1,0,10,7,0,7,3,2,1,1,0,0,4,6,0,0,9,6,1,0,0,0,3,0,0,0,0,2,1
341482,"IC50",">",2000.0,"CHEMBL383521","CCOc1ccccc1c2ccc3NC(C)(C)C=C(CSCC=C)c3c2",6.259000000000006,116.24770000000007,160.9043408045061,21.259999999999998,365.54200000000014,365.18133548400004,2,1,7,1,3,0,3,26,53,3,2,0,1,0,0,1,2,0,0,0.30434782608695654,16.65757270930828,10.244741250195007,8.039859174266333,5.335138411358299,4.084358010952558,9.090040711815757,7.009602415874324,4.348605511371264,3.3410915609590397,-2.1299999999999994,18.654855561444343,8.046693429269997,4.1568736698064965,10.05365155780638,23.65151443038984,0.0,0.0,26.334663090768867,61.19554537649753,0.0,16.70000751346326,0.0,5.687386274683562,5.749511833283905,11.761884949391115,4.736862953800049,0.0,0.0,0.0,26.310136851455216,23.42937778201283,66.75899686819453,0.0,16.876414816677897,23.022375754143944,10.05365155780638,0.0,0.0,11.761884949391115,6.578935683598497,36.417508487514205,50.106868826222964,28.31999647157113,12.145807216896262,5.749511833283905,0.0,0.0,0.0,0.0,23,0,0,0,0,1,0,0,1,1,0,0,10,1,0,10,7,0,7,3,2,1,1,0,0,4,6,0,0,9,6,1,0,0,0,3,0,0,0,0,2,1
341488,"IC50",">",2000.0,"CHEMBL203104","CC1(C)Nc2ccc(cc2C(=C1)CSCC=C)c3ccccc3C(F)(F)F",6.8791000000000055,110.08070000000002,161.9224596693813,12.03,389.486,389.142505364,1,1,6,1,2,0,5,27,49,3,2,0,1,0,0,1,2,0,0,0.2727272727272727,16.17611105668555,9.861781898695556,8.154029905900432,5.380702955965508,4.07990148553812,8.707081360316304,7.123773147508422,4.394170055978472,3.336635035544602,-2.1399999999999997,19.616882298052445,7.468375866017192,4.407761050242553,5.316788604006331,17.044632465876923,6.176298517443475,0.0,24.974377382775238,61.19554537649753,0.0,16.70000751346326,0.0,18.858631417708022,0.0,11.761884949391115,13.171245143024459,0.0,0.0,0.0,25.562698169208065,16.82249581749991,72.32244835989152,0.0,11.126902983393991,23.022375754143944,5.316788604006331,0.0,0.0,24.933130092415574,6.578935683598497,36.417508487514205,48.74658311822933,22.756544979874135,11.102376744080342,0.0,0.0,0.0,0.0,6.176298517443475,22,3,0,0,0,1,0,0,1,0,0,0,11,1,0,10,7,0,6,1,1,1,1,0,0,6,4,0,1,9,6,1,0,0,0,3,0,0,0,0,2,1
341529,"IC50",">",2000.0,"CHEMBL380417","COc1ccc(cc1)c2ccc3NC(C)(C)C=C(CSCC=C)c3c2",5.8689000000000044,111.63070000000006,154.5393986901095,21.259999999999998,351.5150000000001,351.16568542000005,2,1,6,1,3,0,3,25,50,3,2,0,1,0,0,1,2,0,0,0.2727272727272727,15.950465928121732,9.651224560733802,7.8391885950973474,5.260585062150809,3.8933604786160987,8.496524022354551,6.808931836705338,4.274052162163772,3.1500940286225805,-2.1299999999999994,17.685288959768116,7.403395111004342,4.103808030571798,10.05365155780638,24.154430007154456,0.0,0.0,19.410925891078243,61.19554537649753,0.0,16.70000751346326,0.0,5.687386274683562,5.749511833283905,11.761884949391115,4.736862953800049,0.0,0.0,0.0,19.38639965176459,23.932293358777443,66.75899686819453,0.0,16.876414816677897,23.022375754143944,10.05365155780638,0.0,0.0,11.761884949391115,6.578935683598497,30.351141419052592,54.81295018669094,22.756544979874135,12.648722793660879,5.749511833283905,0.0,0.0,0.0,0.0,22,0,0,0,0,1,0,0,1,1,0,0,9,1,0,10,7,0,6,3,2,1,1,0,0,4,5,0,0,9,6,1,0,0,0,3,0,0,0,0,2,1
341539,"IC50",">",2000.0,"CHEMBL204717","COc1cccc(c1OC)c2ccc3NC(C)(C)C=C(CSCC=C)c3c2",5.877500000000006,118.18270000000005,166.01788603401297,30.490000000000002,381.54100000000017,381.1762501040001,3,1,7,1,4,0,4,27,54,3,2,0,1,0,0,1,2,0,0,0.30434782608695654,17.281363949395967,10.186246727239972,8.151768818340033,5.551183682402298,4.2123087644429615,9.03154618886072,7.121512059948024,4.564650782415263,3.469042314449444,-2.329999999999999,19.432095401741826,8.134913774788282,4.163313909575399,14.790514511606428,31.26422754843199,0.0,0.0,19.410925891078243,55.12917830803592,0.0,16.70000751346326,0.0,5.687386274683562,11.49902366656781,11.761884949391115,9.473725907600098,0.0,0.0,0.0,19.38639965176459,31.042090900054976,60.69262979973291,0.0,22.6259266499618,23.022375754143944,14.790514511606428,0.0,0.0,11.761884949391115,6.578935683598497,30.351141419052592,43.183131626532344,28.31999647157113,19.75852033493841,0.0,11.49902366656781,0.0,0.0,0.0,23,0,0,0,0,1,0,0,1,2,0,0,11,1,0,10,7,0,7,5,3,1,1,0,0,5,6,0,0,8,7,1,0,0,0,3,0,0,0,0,2,1
342109,"IC50","=",800.0,"CHEMBL205414","COc1ccccc1c2ccc3NC(C)(C)C=C(CSc4ccc(Cl)cc4)c3c2",7.395400000000005,126.28470000000002,181.49453581204958,21.259999999999998,421.9930000000001,421.126713068,2,1,5,1,3,0,4,29,53,4,3,0,1,0,0,1,3,0,0,0.2,18.402196592345195,10.9753719904209,9.20469620110218,6.296204891403753,4.6929396893260495,9.611808957758184,7.719505630649542,4.983387914493545,3.6774144444744046,-2.359999999999999,19.934890917733448,8.173911740168919,4.466491130422292,10.05365155780638,18.401576400407667,0.0,0.0,19.410925891078243,77.70154133542938,5.022633313741326,16.70000751346326,0.0,5.687386274683562,5.749511833283905,23.36282483962363,4.736862953800049,0.0,0.0,0.0,24.281883127282367,18.179439752030653,83.39214266534992,0.0,16.876414816677897,34.62331564437646,10.05365155780638,0.0,0.0,0.0,11.761884949391115,41.942428270912835,67.44859990037878,32.48525965408344,12.648722793660879,5.749511833283905,0.0,0.0,0.0,0.0,25,0,1,0,0,1,0,0,1,1,0,0,9,0,0,13,10,0,5,3,2,1,1,0,0,4,3,0,0,13,8,1,0,0,0,4,0,0,0,0,2,1
342136,"IC50",">",2000.0,"CHEMBL380695","CC1(C)Nc2ccc(cc2C(=C1)CSCC=C)c3ccccc3",5.860300000000005,105.07870000000001,143.06091134620598,12.03,321.489,321.155120736,1,1,5,1,2,0,2,23,46,3,2,0,1,0,0,1,2,0,0,0.23809523809523808,14.619567906847495,9.128168522515047,7.4767124586595255,4.944355593822897,3.7404946517625226,7.973467984135796,6.446455700267516,3.9578226938358583,2.997228201769005,-1.9299999999999997,15.946452792794926,6.673910353540781,3.702701086946388,5.316788604006331,17.044632465876923,0.0,0.0,19.410925891078243,67.26191244495914,0.0,16.70000751346326,0.0,5.687386274683562,0.0,11.761884949391115,0.0,0.0,0.0,0.0,19.38639965176459,16.82249581749991,72.82536393665615,0.0,11.126902983393991,23.022375754143944,5.316788604006331,0.0,0.0,11.761884949391115,6.578935683598497,48.55024262443742,42.68021604976772,22.756544979874135,5.538925252383345,0.0,0.0,0.0,0.0,0.0,21,0,0,0,0,1,0,0,1,0,0,0,7,1,0,10,7,0,5,1,1,1,1,0,0,3,4,0,0,10,5,1,0,0,0,3,0,0,0,0,2,1
342137,"IC50",">",2000.0,"CHEMBL381719","CC1(C)Nc2ccc(cc2C(=C1)CSCC=C)c3ccccc3F",5.999400000000005,105.03670000000002,147.2264467491322,12.03,339.479,339.145698924,1,1,5,1,2,0,3,24,46,3,2,0,1,0,0,1,2,0,0,0.23809523809523808,14.920182110667096,9.233817425686327,7.590533332930693,5.02209485444804,3.793183507359347,8.079116887307077,6.560276574538684,4.035561954461005,3.049917057365829,-1.9999999999999998,16.84375,6.857142857142857,3.565432098765432,5.316788604006331,17.044632465876923,0.0,5.817220841045895,19.410925891078243,61.19554537649753,0.0,16.70000751346326,0.0,10.077801322358383,0.0,11.761884949391115,4.39041504767482,0.0,0.0,0.0,19.38639965176459,16.82249581749991,72.57621770924042,0.0,11.126902983393991,23.022375754143944,5.316788604006331,0.0,4.39041504767482,11.761884949391115,6.578935683598497,36.417508487514205,43.18313162653234,28.31999647157113,5.538925252383345,5.817220841045895,0.0,0.0,0.0,0.0,21,1,0,0,0,1,0,0,1,0,0,0,8,1,0,10,7,0,5,1,1,1,1,0,0,4,4,0,0,9,6,1,0,0,0,3,0,0,0,0,2,1
342138,"IC50",">",2000.0,"CHEMBL378586","Cc1ccccc1c2ccc3NC(C)(C)C=C(CSCC=C)c3c2",6.168720000000005,109.81570000000005,149.4258534606026,12.03,335.5160000000001,335.1707708,1,1,5,1,2,0,2,24,49,3,2,0,1,0,0,1,2,0,0,0.2727272727272727,15.542217637657867,9.544835189181715,7.925608404155203,5.293304977892091,3.9946582925059246,8.390134650802464,6.895351645763194,4.3067720779050545,3.2513918425124064,-1.9299999999999993,16.911386835826608,6.900614220660476,3.5931358916133176,5.316788604006331,17.044632465876923,0.0,6.923737199690624,24.974377382775238,61.19554537649753,0.0,16.70000751346326,0.0,5.687386274683562,0.0,11.761884949391115,0.0,0.0,0.0,0.0,26.310136851455216,16.82249581749991,72.32244835989152,0.0,11.126902983393991,23.022375754143944,5.316788604006331,0.0,0.0,11.761884949391115,6.578935683598497,42.483875555975814,55.16740474115534,22.756544979874135,5.538925252383345,0.0,0.0,0.0,0.0,0.0,22,0,0,0,0,1,0,0,1,0,0,0,8,1,0,10,7,0,5,1,1,1,1,0,0,4,4,0,0,9,6,1,0,0,0,3,0,0,0,0,2,1
342184,"IC50",">",2000.0,"CHEMBL204112","COc1ccccc1c2ccc3NC(C)(C)C=C(CSC(=O)C)c3c2",5.229400000000004,107.24770000000005,153.02558170794092,38.33,353.4870000000001,353.144949976,3,1,5,1,4,0,4,25,48,3,2,0,1,0,0,1,2,0,0,0.2857142857142857,15.867150387022871,9.291182221093072,7.909432330135384,5.068214678993101,3.7624916707481333,8.305583661439583,6.7571671038152274,4.2063466129390505,3.164890971054441,-2.1999999999999997,17.617507804370447,6.964461247637053,3.902071005917161,10.05365155780638,23.516853330593385,4.794537184071822,0.0,26.334663090768867,48.54058958606515,0.0,16.70000751346326,0.0,5.687386274683562,5.749511833283905,11.761884949391115,9.53140013787187,0.0,0.0,0.0,26.310136851455216,18.179439752030653,54.10404107776215,0.0,16.876414816677897,28.137652684329666,10.05365155780638,4.794537184071822,0.0,0.0,0.0,42.103373330071435,43.183131626532344,29.490880064514965,12.648722793660879,5.749511833283905,5.11527693018572,0.0,0.0,0.0,21,0,0,0,0,1,0,0,1,2,0,0,9,1,0,10,7,0,5,5,3,1,1,0,0,5,3,1,0,9,6,1,0,0,0,3,0,0,0,0,2,1
342191,"IC50",">",2000.0,"CHEMBL203657","COC(=O)CSCC1=CC(C)(C)Nc2ccc(cc12)c3ccccc3OC",4.855900000000004,113.44970000000004,164.5040690518444,47.56,383.51300000000015,383.15551466,4,1,7,1,5,0,5,27,52,3,2,0,1,0,0,1,2,0,0,0.3181818181818182,16.98250545867328,10.010761015470782,8.03144079806353,5.435515657777942,4.134083405121821,8.85606047709153,7.045842238410042,4.480560872954493,3.2887548825123396,-2.3999999999999995,19.364034145514164,8.090107116969584,4.475650364203955,10.05365155780638,37.233532836383844,9.53140013787187,0.0,19.410925891078243,48.54058958606515,0.0,16.70000751346326,0.0,5.687386274683562,5.749511833283905,11.761884949391115,14.268263091671919,0.0,0.0,0.0,19.38639965176459,31.042090900054976,54.10404107776215,0.0,16.876414816677897,28.99168104209579,14.790514511606428,4.794537184071822,0.0,0.0,11.761884949391115,30.34148838068032,43.18313162653234,22.56714286482434,25.511373941685203,5.749511833283905,0.0,0.0,0.0,5.969305287951849,22,0,0,0,0,1,0,0,1,3,0,0,11,1,0,10,7,0,7,7,4,1,1,0,0,5,5,1,0,9,6,1,0,0,0,3,0,0,0,0,2,1
342192,"IC50",">",2000.0,"CHEMBL427384","CNC(=O)CSCC1=CC(C)(C)Nc2ccc(cc12)c3ccccc3OC",4.428900000000004,115.50040000000003,164.94038600594556,50.36,382.52900000000017,382.17149907199996,4,2,7,2,4,1,5,27,53,3,2,0,1,0,0,1,2,0,0,0.3181818181818182,17.074257168209417,10.14838857977499,8.128484520113462,5.526413180709277,4.201906169695242,8.993688041395735,7.1428859604599735,4.5449719587861805,3.3113624707034797,-2.3999999999999995,19.364034145514164,8.090107116969584,4.475650364203955,15.370440161812711,37.10928171918316,4.794537184071822,0.0,19.410925891078243,48.54058958606515,0.0,16.70000751346326,0.0,5.687386274683562,5.749511833283905,11.761884949391115,9.53140013787187,0.0,5.316788604006331,0.0,19.38639965176459,30.97996534145463,54.10404107776215,0.0,16.876414816677897,28.92955548349545,15.370440161812711,4.794537184071822,0.0,0.0,11.761884949391115,30.34148838068032,43.18313162653234,29.61481484750153,18.401576400407667,5.749511833283905,0.0,5.907179729351506,0.0,0.0,22,0,0,0,0,1,0,1,1,2,0,0,11,1,0,10,7,0,7,6,4,2,2,0,0,5,5,1,0,9,6,1,0,0,0,3,0,0,0,0,2,1
342200,"IC50",">",2000.0,"CHEMBL380623","COc1ccccc1c2ccc3NC(C)(C)C=C(C)c3c2",4.969600000000004,89.78270000000003,126.01106535373867,21.259999999999998,279.383,279.162314292,2,1,2,1,2,0,2,21,42,3,2,0,1,0,0,1,2,0,0,0.2631578947368421,13.02705044398087,7.255106845787633,6.134684639489463,3.896575221626589,3.0323606787684794,7.255106845787633,6.134684639489463,3.896575221626589,3.0323606787684794,-2.2199999999999998,13.748901948178867,4.956874048732614,2.5363482473674486,10.05365155780638,12.648722793660879,0.0,0.0,26.334663090768867,48.54058958606515,0.0,16.70000751346326,0.0,5.687386274683562,5.749511833283905,0.0,4.736862953800049,0.0,0.0,0.0,26.310136851455216,12.426586145283864,54.10404107776215,0.0,16.876414816677897,11.26049080475283,10.05365155780638,0.0,0.0,0.0,0.0,30.34148838068032,50.10686882622297,16.814289258077554,12.648722793660879,5.749511833283905,0.0,0.0,0.0,0.0,19,0,0,0,0,0,0,0,1,1,0,0,6,0,0,10,7,0,2,3,2,1,1,0,0,4,1,0,0,9,6,1,0,0,0,3,0,0,0,0,2,1
