"molregno","standard_type","standard_relation","nm","chembl_id","smiles","SlogP","SMR","LabuteASA","TPSA","AMW","ExactMW","NumLipinskiHBA","NumLipinskiHBD","NumRotatableBonds","NumHBD","NumHBA","NumAmideBonds","NumHeteroAtoms","NumHeavyAtoms","NumAtoms","NumRings","NumAromaticRings","NumSaturatedRings","NumAliphaticRings","NumAromaticHeterocycles","NumSaturatedHeterocycles","NumAliphaticHeterocycles","NumAromaticCarbocycles","NumSaturatedCarbocycles","NumAliphaticCarbocycles","FractionCSP3","Chi0v","Chi1v","Chi2v","Chi3v","Chi4v","Chi1n","Chi2n","Chi3n","Chi4n","HallKierAlpha","kappa1","kappa2","kappa3","slogp_VSA1","slogp_VSA2","slogp_VSA3","slogp_VSA4","slogp_VSA5","slogp_VSA6","slogp_VSA7","slogp_VSA8","slogp_VSA9","slogp_VSA10","slogp_VSA11","slogp_VSA12","smr_VSA1","smr_VSA2","smr_VSA3","smr_VSA4","smr_VSA5","smr_VSA6","smr_VSA7","smr_VSA8","smr_VSA9","smr_VSA10","peoe_VSA1","peoe_VSA2","peoe_VSA3","peoe_VSA4","peoe_VSA5","peoe_VSA6","peoe_VSA7","peoe_VSA8","peoe_VSA9","peoe_VSA10","peoe_VSA11","peoe_VSA12","peoe_VSA13","peoe_VSA14","MQN1","MQN2","MQN3","MQN4","MQN5","MQN6","MQN7","MQN8","MQN9","MQN10","MQN11","MQN12","MQN13","MQN14","MQN15","MQN16","MQN17","MQN18","MQN19","MQN20","MQN21","MQN22","MQN23","MQN24","MQN25","MQN26","MQN27","MQN28","MQN29","MQN30","MQN31","MQN32","MQN33","MQN34","MQN35","MQN36","MQN37","MQN38","MQN39","MQN40","MQN41","MQN42"
173,"Potency",,39810.7,"CHEMBL6","COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c3ccc(Cl)cc3",3.9273200000000026,95.74730000000002,148.94809374556098,68.53,357.793,357.07678567199997,5,1,5,1,4,0,6,25,41,3,3,0,0,1,0,0,2,0,0,0.15789473684210525,14.501624146933118,7.998502484618467,6.101449910640121,4.416130011147616,3.0729928475642407,7.62053801160924,5.665014130168136,4.16415369580813,2.947004689894498,-2.7899999999999996,17.04669994118993,6.607181634243952,3.1046664994872564,4.736862953800049,28.65990960121295,11.21535880699783,6.923737199690624,21.615368162314272,42.46456947923127,5.022633313741326,10.902924932081056,0.0,0.0,5.749511833283905,11.600939890232516,19.4324647167844,0.0,4.567099647791355,0.0,13.344558822616634,7.109797541277533,64.30803377121505,0.0,5.749511833283905,34.380349839616926,9.843390348640755,14.156174015934997,0.0,0.0,0.0,11.600939890232516,54.95175817061889,21.66623701475158,19.047319881819803,5.749511833283905,0.0,0.0,5.907179729351506,5.969305287951849,19,0,1,0,0,0,0,0,1,4,0,0,9,2,0,8,8,0,5,9,5,1,1,0,0,6,2,2,0,7,8,0,0,0,1,2,0,0,0,0,2,1
716,"IC50",">",10000.0,"CHEMBL6843","CCC1CCNc2cc3OC(=O)C=C(c3cc12)C(F)(F)F",4.121000000000002,73.62470000000002,118.30969650052215,42.24,297.27599999999995,297.097663348,3,1,2,1,3,0,6,21,35,3,2,0,1,1,0,1,1,0,0,0.4,11.381111420273553,6.827201840080874,5.233110957850708,3.960918464576392,2.910917992300065,6.827201840080874,5.233110957850708,3.960918464576392,2.910917992300065,-1.9799999999999998,13.978309833143369,4.787620967194596,2.3866005353396624,10.94237492308432,6.544756405912575,6.176298517443475,0.0,36.81018947509803,27.41078932651,0.0,10.969244356107037,0.0,18.858631417708022,0.0,0.0,17.588396080077807,0.0,0.0,0.0,31.85958500914751,11.861545009918906,39.74612769192863,0.0,0.0,16.656630630790602,9.733939541059678,0.0,4.794537184071822,13.171245143024459,0.0,6.923737199690624,30.389367852172015,29.751101031984152,5.563451491696996,5.583020141642242,0.0,0.0,0.0,11.801884836521463,15,3,0,0,0,0,0,0,1,1,1,0,6,1,0,11,5,0,2,5,3,1,1,0,0,5,1,0,1,7,7,0,0,0,0,3,0,0,0,0,4,2
717,"Ki",">",100000.0,"CHEMBL409","CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc2ccc(C#N)c(c2)C(F)(F)F",2.8795800000000016,93.86530000000003,162.86388772274876,107.25999999999999,430.3790000000001,430.06104080800003,6,2,7,2,5,1,11,29,43,2,2,0,0,0,0,0,2,0,0,0.2222222222222222,15.604333491333932,9.548618993582355,8.30048475138016,5.768835058590556,3.9691306020769854,7.896353767262199,6.310909343787181,3.836284044362847,2.380595791907567,-2.9699999999999993,22.320492648102462,7.805948812174504,5.303807092917946,5.316788604006331,30.785408526251626,20.808088837932797,17.148333708576654,18.050640183084614,47.360052954749044,0.0,0.0,0.0,23.24904646538284,0.0,0.0,35.88052175394075,5.261891554738487,0.0,0.0,23.59657000363556,11.06964221075312,59.40869330367115,0.0,6.069221312792274,21.431819140452568,10.423315998847038,4.794537184071822,12.808212032003757,18.433136697762947,0.0,0.0,49.38830667892189,5.687386274683562,27.844461378450827,5.817220841045895,15.43830394740119,0.0,5.907179729351506,6.176298517443475,18,4,0,0,0,1,0,2,0,4,0,0,14,3,1,6,6,0,7,10,6,2,2,0,0,10,3,1,3,7,5,0,0,0,0,2,0,0,0,0,0,0
791,"IC50",">",10000.0,"CHEMBL7289","CC1(C)CCc2cc3C(=CC(=O)Oc3cc2N1)C(F)(F)F",3.948500000000002,73.50870000000002,118.30969650052214,42.24,297.27599999999995,297.097663348,3,1,1,1,3,0,6,21,35,3,2,0,1,1,0,1,1,0,0,0.4,11.596654369897381,6.6184767339650605,5.991267495484399,3.76611482019048,2.6849778565473374,6.6184767339650605,5.991267495484399,3.76611482019048,2.6849778565473374,-1.98,13.978309833143369,4.256391964647108,2.4988431575077454,10.94237492308432,5.538925252383345,12.597120140369483,0.0,31.395199005701247,27.41078932651,0.0,10.969244356107037,0.0,18.858631417708022,0.0,0.0,17.588396080077807,0.0,0.0,0.0,38.40434141506009,5.316788604006331,39.74612769192863,0.0,0.0,16.6566306307906,9.733939541059678,0.0,4.794537184071822,13.171245143024459,0.0,0.0,38.31893620539187,28.74526987845492,5.563451491696996,5.583020141642242,0.0,0.0,0.0,11.801884836521463,15,3,0,0,0,0,0,0,1,1,1,0,6,1,0,11,5,0,1,5,3,1,1,0,0,6,0,0,1,7,6,1,0,0,0,3,0,0,0,0,4,2
809,"IC50",">",10000.0,"CHEMBL267270","FC(F)(F)C1CCNc2cc3OC(=O)C=C(c3cc12)C(F)(F)F",4.273300000000001,69.3887,124.44136059490424,42.24,337.219,337.05374784800006,3,1,2,1,3,0,9,23,32,3,2,0,1,1,0,1,1,0,0,0.35714285714285715,11.307898058114688,6.567468612539117,5.222137649729141,3.7390399636035676,2.7475091587068903,6.567468612539117,5.222137649729141,3.7390399636035676,2.7475091587068903,-2.189999999999999,15.696053153194883,4.9028511906265,2.7490005521489875,10.94237492308432,12.72105492335605,6.176298517443475,0.0,23.465630652481394,27.41078932651,0.0,10.969244356107037,0.0,32.02987656073248,0.0,0.0,30.75964122310227,0.0,0.0,0.0,24.691324703974352,11.861545009918906,39.74612769192863,0.0,0.0,16.656630630790602,9.733939541059678,0.0,4.794537184071822,26.34249028604892,0.0,0.0,18.050640183084614,29.751101031984152,11.48135753785839,5.583020141642242,0.0,0.0,0.0,17.978183353964937,14,6,0,0,0,0,0,0,1,1,1,0,8,1,0,11,5,0,2,5,3,1,1,0,0,7,0,0,2,7,7,0,0,0,0,3,0,0,0,0,4,2
823,"IC50",">",10000.0,"CHEMBL6441","CC1=CC(C)(C)Nc2cc3OC(=O)C=C(c3cc12)C(F)(F)F",4.419200000000003,78.83870000000002,123.9850355827345,42.24,309.287,309.097663348,3,1,1,1,3,0,6,22,36,3,2,0,1,1,0,1,1,0,0,0.3125,12.259791076713912,6.738720221968139,6.04485885144671,3.6470727167796837,2.8745698668207864,6.738720221968139,6.04485885144671,3.6470727167796837,2.8745698668207864,-2.2399999999999993,14.687058553200695,4.378927466458907,2.3824234681402525,10.94237492308432,5.538925252383345,6.176298517443475,0.0,31.898114582465862,33.48680943334388,0.0,16.542348886176306,0.0,18.858631417708022,0.0,0.0,17.588396080077807,0.0,0.0,0.0,32.48643536889869,5.316788604006331,45.82214779876251,0.0,0.0,22.229735160859867,9.733939541059678,0.0,4.794537184071822,13.171245143024459,0.0,6.076020106833881,32.41068319760275,28.769796117768575,11.102376744080342,5.583020141642242,0.0,0.0,0.0,11.801884836521463,16,3,0,0,0,0,0,0,1,1,1,0,7,1,0,10,6,0,1,5,3,1,1,0,0,7,0,0,1,6,7,1,0,0,0,3,0,0,0,0,4,2
828,"IC50",">",10000.0,"CHEMBL6855","CCCC1CCNc2cc3OC(=O)C=C(c3cc12)C(F)(F)F",4.5111000000000026,78.24170000000002,124.67463861491875,42.24,311.30299999999994,311.113313412,3,1,3,1,3,0,6,22,38,3,2,0,1,1,0,1,1,0,0,0.4375,12.088218201460101,7.327201840080874,5.613537801981658,4.105256031873798,3.135182041063189,7.327201840080874,5.613537801981658,4.105256031873798,3.135182041063189,-1.9799999999999998,14.936555917706716,5.336437991139145,2.5755080806181008,10.94237492308432,6.544756405912575,6.176298517443475,0.0,43.23101109802404,27.41078932651,0.0,10.969244356107037,0.0,18.858631417708022,0.0,0.0,17.588396080077807,0.0,0.0,0.0,38.28040663207353,11.861545009918906,39.74612769192863,0.0,0.0,16.656630630790602,9.733939541059678,0.0,4.794537184071822,13.171245143024459,0.0,13.344558822616634,30.389367852172015,29.751101031984152,5.563451491696996,5.583020141642242,0.0,0.0,0.0,11.801884836521463,16,3,0,0,0,0,0,0,1,1,1,0,7,1,0,11,5,0,3,5,3,1,1,0,0,5,2,0,1,7,7,0,0,0,0,3,0,0,0,0,4,2
853,"Potency",,28514.2,"CHEMBL7301","C\C(=C/C=C/C(=C/C(=O)Nc1ccc(O)cc1)/C)\C=C\C2=C(C)CCCC2(C)C",6.862300000000006,122.86250000000005,174.7820171288265,49.33,391.5550000000003,391.25112929600004,3,2,7,2,2,1,3,29,62,2,1,0,1,0,0,0,1,0,1,0.34615384615384615,18.250284921419727,10.188255736783255,8.459055077420821,5.267199505264234,3.6103583229360474,10.188255736783255,8.459055077420821,5.267199505264234,3.6103583229360474,-2.809999999999999,22.478815266305343,10.106495511993652,7.262117252922884,5.316788604006331,11.013707124192212,4.794537184071822,5.41499046939678,53.88115086723114,83.01400703512681,0.0,0.0,0.0,5.687386274683562,5.749511833283905,0.0,9.901064578912528,0.0,0.0,5.41499046939678,53.88115086723114,5.316788604006331,83.01400703512681,0.0,5.749511833283905,11.594566004035068,10.423315998847038,4.794537184071822,0.0,0.0,0.0,55.37378399368919,80.86034427123167,11.763406381517443,0.0,5.749511833283905,0.0,5.907179729351506,0.0,0.0,26,0,0,0,0,0,0,1,0,2,0,0,13,5,0,8,4,0,7,5,3,2,2,0,0,7,7,3,0,7,4,1,0,0,0,2,0,0,0,0,0,0
860,"IC50","=",10600.0,"CHEMBL411","CC\C(=C(\CC)/c1ccc(O)cc1)\c2ccc(O)cc2",4.828600000000005,83.60960000000004,119.57701448414845,40.46,268.356,268.14632988,2,2,4,2,2,0,2,20,40,2,2,0,0,0,0,0,2,0,0,0.2222222222222222,11.92744290689002,6.961268349151438,4.757961611057043,3.502916324128001,2.508715892200647,6.961268349151438,4.757961611057043,3.502916324128001,2.508715892200647,-2.2199999999999993,14.19464363443765,6.286951762872694,3.020901581332349,0.0,10.213054789681411,0.0,0.0,37.81602062862726,48.53093654769288,0.0,11.146209060138535,0.0,0.0,11.49902366656781,0.0,10.213054789681411,0.0,0.0,0.0,26.689117645233267,0.0,59.65783953108687,0.0,11.49902366656781,11.146209060138535,10.213054789681411,0.0,0.0,0.0,0.0,38.112942673227685,59.380223563230984,0.0,0.0,11.49902366656781,0.0,0.0,0.0,0.0,18,0,0,0,0,0,0,0,0,2,0,0,8,1,0,6,6,0,4,4,2,2,2,0,0,4,2,2,0,8,4,0,0,0,0,2,0,0,0,0,0,0
860,"Ki","=",4818.0,"CHEMBL411","CC\C(=C(\CC)/c1ccc(O)cc1)\c2ccc(O)cc2",4.828600000000005,83.60960000000004,119.57701448414845,40.46,268.356,268.14632988,2,2,4,2,2,0,2,20,40,2,2,0,0,0,0,0,2,0,0,0.2222222222222222,11.92744290689002,6.961268349151438,4.757961611057043,3.502916324128001,2.508715892200647,6.961268349151438,4.757961611057043,3.502916324128001,2.508715892200647,-2.2199999999999993,14.19464363443765,6.286951762872694,3.020901581332349,0.0,10.213054789681411,0.0,0.0,37.81602062862726,48.53093654769288,0.0,11.146209060138535,0.0,0.0,11.49902366656781,0.0,10.213054789681411,0.0,0.0,0.0,26.689117645233267,0.0,59.65783953108687,0.0,11.49902366656781,11.146209060138535,10.213054789681411,0.0,0.0,0.0,0.0,38.112942673227685,59.380223563230984,0.0,0.0,11.49902366656781,0.0,0.0,0.0,0.0,18,0,0,0,0,0,0,0,0,2,0,0,8,1,0,6,6,0,4,4,2,2,2,0,0,4,2,2,0,8,4,0,0,0,0,2,0,0,0,0,0,0
860,"Potency",,50118.7,"CHEMBL411","CC\C(=C(\CC)/c1ccc(O)cc1)\c2ccc(O)cc2",4.828600000000005,83.60960000000004,119.57701448414845,40.46,268.356,268.14632988,2,2,4,2,2,0,2,20,40,2,2,0,0,0,0,0,2,0,0,0.2222222222222222,11.92744290689002,6.961268349151438,4.757961611057043,3.502916324128001,2.508715892200647,6.961268349151438,4.757961611057043,3.502916324128001,2.508715892200647,-2.2199999999999993,14.19464363443765,6.286951762872694,3.020901581332349,0.0,10.213054789681411,0.0,0.0,37.81602062862726,48.53093654769288,0.0,11.146209060138535,0.0,0.0,11.49902366656781,0.0,10.213054789681411,0.0,0.0,0.0,26.689117645233267,0.0,59.65783953108687,0.0,11.49902366656781,11.146209060138535,10.213054789681411,0.0,0.0,0.0,0.0,38.112942673227685,59.380223563230984,0.0,0.0,11.49902366656781,0.0,0.0,0.0,0.0,18,0,0,0,0,0,0,0,0,2,0,0,8,1,0,6,6,0,4,4,2,2,2,0,0,4,2,2,0,8,4,0,0,0,0,2,0,0,0,0,0,0
864,"IC50",">",10000.0,"CHEMBL6654","CCC1Nc2cc3OC(=O)C=C(c3cc2CC1C)C(F)(F)F",4.194500000000003,78.05570000000002,124.67463861491875,42.24,311.30299999999994,311.113313412,3,1,2,1,3,0,6,22,38,3,2,0,1,1,0,1,1,0,0,0.4375,12.251354908276632,7.237885442603833,5.822870978481241,4.283219252324855,3.1263570435510237,7.237885442603833,5.822870978481241,4.283219252324855,3.1263570435510237,-1.9799999999999998,14.936555917706716,5.036024130455272,2.464794234730813,10.94237492308432,6.041840829147961,12.597120140369483,5.917906046161393,31.395199005701247,27.41078932651,0.0,10.969244356107037,0.0,18.858631417708022,0.0,0.0,17.588396080077807,0.0,0.0,5.917906046161393,38.9072569918247,5.316788604006331,39.74612769192863,0.0,0.0,16.656630630790602,9.733939541059678,0.0,4.794537184071822,13.171245143024459,0.0,13.847474399381248,30.389367852172015,29.248185455219538,5.563451491696996,5.583020141642242,0.0,0.0,0.0,11.801884836521463,16,3,0,0,0,0,0,0,1,1,1,0,7,1,0,11,5,0,2,5,3,1,1,0,0,6,1,0,1,6,8,0,0,0,0,3,0,0,0,0,4,2
1030,"IC50",">",10000.0,"CHEMBL415289","CC1CCNc2cc3OC(=O)C=C(c3cc12)C(F)(F)F",3.730900000000002,69.00770000000001,111.94475438612552,42.24,283.24899999999997,283.082013284,3,1,1,1,3,0,6,20,32,3,2,0,1,1,0,1,1,0,0,0.35714285714285715,10.674004639087006,6.289197037620089,5.028986812618776,3.6437612052628787,2.5991094227454803,6.289197037620089,5.028986812618776,3.6437612052628787,2.5991094227454803,-1.9799999999999998,13.024040914130824,4.260317087891273,2.0468700949503655,10.94237492308432,6.544756405912575,6.176298517443475,0.0,30.389367852172015,27.41078932651,0.0,10.969244356107037,0.0,18.858631417708022,0.0,0.0,17.588396080077807,0.0,0.0,0.0,25.4387633862215,11.861545009918906,39.74612769192863,0.0,0.0,16.656630630790602,9.733939541059678,0.0,4.794537184071822,13.171245143024459,0.0,6.923737199690624,23.96854622924601,29.751101031984152,5.563451491696996,5.583020141642242,0.0,0.0,0.0,11.801884836521463,14,3,0,0,0,0,0,0,1,1,1,0,5,1,0,11,5,0,1,5,3,1,1,0,0,5,0,0,1,7,7,0,0,0,0,3,0,0,0,0,4,2
1125,"Potency",,25118.9,"CHEMBL20","CC(=O)Nc1nnc(s1)S(=O)(=O)N",-0.8561000000000003,45.5859,78.02145102207902,115.04,222.251,221.988132052,7,3,3,2,6,1,9,13,19,1,1,0,0,1,0,0,0,0,0,0.25,8.14601207436431,5.395561829005821,4.811973693691262,3.0815095121098466,1.905360262383568,3.0327457701565326,2.099317642379012,0.9328171861807086,0.5258473654376647,-1.06,10.023752093802344,3.3584989230794076,2.7167362781176934,10.455762341614273,24.522340330282518,14.817828337479405,0.0,6.923737199690624,4.339655680673546,0.0,0.0,0.0,5.131558479839333,0.0,11.336785877934737,13.212334168400758,0.0,10.197363616602075,5.138973737607942,11.263392880364169,5.316788604006331,0.0,0.0,0.0,32.39881524053316,5.316788604006331,4.794537184071822,13.556770721936878,0.0,10.197363616602075,11.336785877934737,0.0,6.923737199690624,0.0,0.0,0.0,15.378393889864384,10.023291153407584,0.0,4,0,0,0,0,2,0,2,2,3,0,0,5,3,0,3,2,0,3,10,7,3,2,0,0,5,1,1,1,3,2,0,0,0,1,0,0,0,0,0,0,0
1256,"Potency",,141.3,"CHEMBL6466","O=C1Oc2ccccc2C=C1",1.793,42.484000000000016,63.07940657528497,30.21,146.14499999999998,146.036779432,2,0,0,0,2,0,2,11,17,2,2,0,0,1,0,0,1,0,0,0.0,5.7805981960654815,3.3504063074083805,2.2922570838438423,1.528535399172959,1.011383034283897,3.3504063074083805,2.2922570838438423,1.528535399172959,1.011383034283897,-1.5699999999999998,6.160248407637458,2.234974333040861,1.02612164813026,5.625586319077987,0.0,0.0,0.0,0.0,45.60989053189483,0.0,10.969244356107037,0.0,0.0,0.0,0.0,4.417150937053347,0.0,0.0,0.0,0.0,0.0,46.818325913919466,0.0,0.0,10.969244356107037,4.417150937053347,0.0,4.794537184071822,0.0,0.0,18.19910120538483,12.13273413692322,11.452591282926406,0.0,5.583020141642242,0.0,0.0,0.0,5.625586319077987,9,0,0,0,0,0,0,0,0,1,1,0,0,1,0,6,5,0,0,4,2,0,0,0,0,1,0,0,0,7,3,0,0,0,0,2,0,0,0,0,2,1
1280,"Potency",,2818.4,"CHEMBL25","CC(=O)Oc1ccccc1C(=O)O",1.3101,44.71030000000002,74.75705264447721,63.60000000000001,180.15899999999996,180.042258736,4,1,3,1,3,0,4,13,21,1,1,0,0,0,0,0,1,0,0,0.1111111111111111,6.9813595436500515,3.6174536478673316,2.3949556783206725,1.3711546649445037,0.8871712192374142,3.6174536478673316,2.3949556783206725,1.3711546649445037,0.8871712192374142,-1.8399999999999999,9.249605734767023,3.7092512583454584,2.297415032519928,4.736862953800049,17.045137970744406,4.794537184071822,0.0,17.28172587545944,24.26546827384644,0.0,0.0,0.0,0.0,5.749511833283905,0.0,19.432464716784395,0.0,0.0,0.0,6.923737199690624,0.0,29.828919765543436,0.0,5.749511833283905,11.938610575903699,9.843390348640755,4.794537184071822,4.794537184071822,0.0,0.0,12.13273413692322,12.13273413692322,6.923737199690624,0.0,11.3129633249809,0.0,0.0,0.0,11.938610575903699,9,0,0,0,0,0,0,0,0,4,0,0,5,2,0,3,3,0,3,8,4,1,1,0,0,4,1,2,0,4,2,0,0,0,0,1,0,0,0,0,0,0
1529,"Potency",,47393.55,"CHEMBL7002","CC1(COc2ccc(CC3SC(=O)NC3=O)cc2)CCCCC1",3.9299000000000026,91.75070000000005,140.90860782376555,55.4,333.4530000000002,333.139864596,4,1,5,1,4,2,5,23,46,3,1,2,2,0,1,1,1,1,1,0.5555555555555556,14.285988557037143,9.153030979650637,8.066800161239238,5.740798129268534,4.130385862033873,8.273378168395745,6.891271495216276,4.75939924299609,3.2707081868673558,-1.4900000000000002,16.370670708374817,6.952345452717427,4.28207245487231,10.05365155780638,23.003211437018884,11.21535880699783,5.41499046939678,44.59129680601767,24.26546827384644,0.0,0.0,0.0,4.794537184071822,5.749511833283905,11.761884949391115,14.325937321943691,0.0,5.316788604006331,5.41499046939678,50.69860496722886,6.606881964512918,29.828919765543436,0.0,5.749511833283905,22.908276391914907,4.736862953800049,14.905862972149976,0.0,0.0,0.0,50.080821154782996,36.958650497398246,5.41499046939678,11.856819994495092,5.749511833283905,0.0,5.907179729351506,5.239211713172287,0.0,18,0,0,0,0,1,0,0,1,3,0,0,6,2,0,14,3,0,5,7,4,1,1,0,0,3,3,0,0,11,5,1,0,0,1,2,0,0,0,0,0,0
1564,"EC150","=",5200.0,"CHEMBL28","Oc1ccc(cc1)C2=CC(=O)c3c(O)cc(O)cc3O2",2.5768000000000004,72.91440000000001,112.51920203793706,90.9,270.24,270.05282342,5,3,1,3,5,0,5,20,30,3,3,0,0,1,0,0,2,0,0,0.0,10.199589251754983,5.836610841560529,4.359807076643356,2.946443620838847,2.0218821757373755,5.836610841560529,4.359807076643356,2.946443620838847,2.0218821757373755,-2.95,12.102762105524212,4.307802293511395,1.9482607084715258,5.428790391900541,15.319582184522117,0.0,0.0,0.0,51.67625760035644,0.0,22.292943266678478,0.0,0.0,17.248535499851716,0.0,19.736733121575465,0.0,0.0,0.0,0.0,0.0,52.68789705520363,0.0,28.57223441042315,10.969244356107037,19.736733121575465,4.794537184071822,0.0,0.0,0.0,0.0,24.26546827384644,23.762552697081826,0.0,33.978027274833195,5.428790391900541,0.0,0.0,0.0,15,0,0,0,0,0,0,0,0,4,1,0,4,1,0,9,8,0,1,10,5,3,3,0,0,4,0,0,0,8,8,0,0,0,0,3,0,0,0,0,2,1
1564,"Potency",,35716.75,"CHEMBL28","Oc1ccc(cc1)C2=CC(=O)c3c(O)cc(O)cc3O2",2.5768000000000004,72.91440000000001,112.51920203793706,90.9,270.24,270.05282342,5,3,1,3,5,0,5,20,30,3,3,0,0,1,0,0,2,0,0,0.0,10.199589251754983,5.836610841560529,4.359807076643356,2.946443620838847,2.0218821757373755,5.836610841560529,4.359807076643356,2.946443620838847,2.0218821757373755,-2.95,12.102762105524212,4.307802293511395,1.9482607084715258,5.428790391900541,15.319582184522117,0.0,0.0,0.0,51.67625760035644,0.0,22.292943266678478,0.0,0.0,17.248535499851716,0.0,19.736733121575465,0.0,0.0,0.0,0.0,0.0,52.68789705520363,0.0,28.57223441042315,10.969244356107037,19.736733121575465,4.794537184071822,0.0,0.0,0.0,0.0,24.26546827384644,23.762552697081826,0.0,33.978027274833195,5.428790391900541,0.0,0.0,0.0,15,0,0,0,0,0,0,0,0,4,1,0,4,1,0,9,8,0,1,10,5,3,3,0,0,4,0,0,0,8,8,0,0,0,0,3,0,0,0,0,2,1
2045,"Potency",,50118.7,"CHEMBL435","NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1Cl",-0.35129999999999945,61.63640000000001,103.05494715630499,118.35999999999999,297.745,296.964475416,7,4,1,3,5,0,10,17,25,2,1,0,1,0,0,1,1,0,0,0.14285714285714285,10.655533912421738,7.7229781173535725,6.99754663865525,4.987914405774952,3.7023527323273178,4.31553091882839,3.325126454001831,2.171165217924932,1.4173284469978171,-0.8700000000000001,12.583385378594171,3.8175416799939437,2.2392150460713234,15.17785720606636,23.504285157557018,20.046582306815168,0.0,0.0,21.92370108795877,5.022633313741326,0.0,0.0,5.687386274683562,0.0,11.600939890232516,16.835593968657875,0.0,4.722094864452088,5.138973737607942,9.79096695103555,11.985479792905473,17.155367450664546,0.0,0.0,37.33490847173125,5.316788604006331,0.0,21.974567706265816,4.722094864452088,0.0,11.600939890232516,12.13273413692322,0.0,17.37871077732403,9.79096695103555,0.0,20.046582306815168,0.0,0.0,7,0,1,0,0,2,0,1,2,4,0,0,3,4,0,8,3,0,1,11,7,4,3,0,0,6,0,0,1,5,4,1,0,0,0,2,0,0,0,0,2,1
2484,"Potency",,11220.2,"CHEMBL453","Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C",1.67444,67.63990000000003,104.83424387818272,98.22,267.31,267.067762276,6,3,3,2,5,0,7,18,31,2,2,0,0,1,0,0,1,0,0,0.18181818181818182,10.783454684231266,6.695092339849286,5.579045223139565,3.921514589939969,2.3851377194804297,5.211929092254895,3.8966429817300456,2.574622477876861,1.3384655134836343,-2.0199999999999996,12.437269065941917,4.337583644907168,2.3030302240964393,10.455762341614273,13.574460241454382,10.023291153407584,13.847474399381248,11.257379486545457,33.68404668633756,0.0,0.0,0.0,11.57156847654457,0.0,0.0,12.940891921302285,0.0,5.156663257125445,0.0,18.742957874899023,10.455762341614273,35.5228477603919,0.0,0.0,21.594859629952154,10.256762414135533,0.0,13.139891848781026,0.0,0.0,5.156663257125445,38.112942673227685,11.250837766380558,10.589411470366237,0.0,0.0,5.884182201861009,10.023291153407584,0.0,11,0,0,0,0,1,0,2,1,2,1,0,6,2,0,6,5,0,3,9,6,3,2,0,0,5,1,0,1,6,5,0,0,0,1,1,0,0,0,0,0,0
2654,"Potency",,35481.3,"CHEMBL456","CCC(=C)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl",3.6057000000000023,73.35430000000004,120.13375052364273,63.60000000000001,303.14099999999996,302.011264224,4,1,6,1,3,0,6,19,31,1,1,0,0,0,0,0,1,0,0,0.23076923076923078,11.715766186885807,6.186998342557597,4.463797261303604,3.2550988011848645,1.7703759226477775,5.431069396539142,3.7078683152851486,2.3905415954966194,1.3090815540676874,-1.5199999999999996,15.537208237986269,6.589861591695502,3.7193273675436243,4.736862953800049,23.465959593670412,4.794537184071822,0.0,23.70254749838545,24.284774350590983,10.045266627482652,0.0,0.0,0.0,5.749511833283905,23.20187978046503,19.432464716784395,0.0,0.0,0.0,13.344558822616634,6.606881964512918,39.89349246977063,0.0,5.749511833283905,34.95443001478182,9.843390348640755,4.794537184071822,4.794537184071822,0.0,0.0,36.70455266375416,24.126660289918497,5.563451491696996,5.022633313741326,10.772145147025231,12.390126910877857,0.0,0.0,5.969305287951849,13,0,2,0,0,0,0,0,0,4,0,0,10,3,0,3,3,0,6,8,4,1,1,0,0,7,3,3,0,2,4,0,0,0,0,1,0,0,0,0,0,0
2658,"EC150","=",4400.0,"CHEMBL44","Oc1ccc(cc1)C2=COc3cc(O)cc(O)c3C2=O",2.576800000000001,72.91440000000001,112.51920203793706,90.9,270.24,270.05282342,5,3,1,3,5,0,5,20,30,3,3,0,0,1,0,0,2,0,0,0.0,10.199589251754983,5.8295138221293,4.363407436729982,3.0198596175272585,2.0585048783920152,5.8295138221293,4.363407436729982,3.0198596175272585,2.0585048783920152,-2.95,12.102762105524212,4.307802293511395,1.8521839118081178,5.428790391900541,15.319582184522117,0.0,0.0,0.0,51.873053527533884,0.0,22.09614733950103,0.0,0.0,17.248535499851716,0.0,19.736733121575465,0.0,0.0,0.0,0.0,0.0,52.88469298238108,0.0,28.375438483245706,10.969244356107037,19.736733121575465,4.794537184071822,0.0,0.0,0.0,12.13273413692322,17.696185628620217,12.13273413692322,5.563451491696996,34.48094285159781,0.0,5.428790391900541,0.0,0.0,15,0,0,0,0,0,0,0,0,4,1,0,4,1,0,9,8,0,1,10,5,3,3,0,0,4,0,0,0,8,8,0,0,0,0,3,0,0,0,0,2,1
