molregno,EC50 [nm],SlogP,SMR,LabuteASA,TPSA,ExactMW,NumRotatableBonds,NumHBD,NumHBA,NumAmideBonds,NumHeteroAtoms,NumHeavyAtoms,NumAtoms,NumRings,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumSaturatedCarbocycles,NumAliphaticCarbocycles
628076,112,4.97358,101.1968,171.9438063118,61.84,429.090053104,4,1,4,0,9,31,43,4,4,0,0,1,0,0,3,0,0
628077,93,5.41032,101.2188,167.5512266303,38.05,418.1104542,4,1,3,0,8,30,45,4,4,0,0,1,0,0,3,0,0
632032,630.96,6.6755,133.4968,209.8042191295,55.2,525.113410728,6,0,4,0,10,37,56,5,5,0,0,1,0,0,4,0,0
632033,199.53,7.0656,138.1138,216.1691612439,55.2,539.129060792,7,0,4,0,10,38,59,5,5,0,0,1,0,0,4,0,0
632034,316.23,7.4557,142.7308,222.5341033583,55.2,553.144710856,8,0,4,0,10,39,62,5,5,0,0,1,0,0,4,0,0
632139,125.89,7.4541,142.7088,222.5341033583,55.2,553.144710856,7,0,4,0,10,39,62,5,5,0,0,1,0,0,4,0,0
632140,10000,7.8458,147.3478,228.8990454727,55.2,567.16036092,9,0,4,0,10,40,65,5,5,0,0,1,0,0,4,0,0
632141,19.95,6.7923,134.1545,209.5942476429,63.99,525.113410728,7,1,4,0,10,37,56,5,5,0,0,1,0,0,4,0,0
632214,158.49,6.0005,119.1445,187.2670376656,63.99,477.113410728,6,1,4,0,10,33,52,4,4,0,0,1,0,0,3,0,0
632215,251.19,7.5498,135.3995,227.2043990812,73.22,595.080059912,8,1,5,0,14,41,57,5,5,0,0,1,0,0,4,0,0
632216,251.19,6.6598,135.2685,214.7077928724,73.22,541.108325348,7,1,5,0,11,38,57,5,5,0,0,1,0,0,4,0,0
632217,199.53,7.67,133.7185,222.0908538517,63.99,579.085145292,7,1,4,0,13,40,56,5,5,0,0,1,0,0,4,0,0
632218,251.19,6.7127,126.5935,200.8696687989,63.99,517.0541816,6,1,5,0,11,35,50,5,5,0,0,2,0,0,3,0,0
645196,10000,5.46852,105.9866,161.5352553983,72.24,378.137970688,7,1,4,0,6,28,47,3,3,0,0,0,0,0,3,0,0
703276,35,4.9144,101.3975,165.0884277678,58.14,410.161740824,7,2,3,0,8,29,51,3,3,0,0,2,0,0,1,0,0
703356,30,4.6114,96.5103,158.4041741761,69.14,396.14609076,6,3,3,0,8,28,48,3,3,0,0,2,0,0,1,0,0
703357,45,4.6114,96.5103,158.4041741761,69.14,396.14609076,6,3,3,0,8,28,48,3,3,0,0,2,0,0,1,0,0
703445,2000,4.7667,94.8875,149.444405021,48.91,362.160597952,6,2,2,0,6,26,47,3,3,0,0,2,0,0,1,0,0
703446,2000,4.9058,94.8455,153.6099404239,48.91,380.15117614,6,2,2,0,7,27,47,3,3,0,0,2,0,0,1,0,0
703540,69,6.4423,126.8755,195.979986571,58.14,468.202462764,8,2,3,0,7,34,61,4,4,0,0,2,0,0,2,0,0
703634,2000,5.8373,124.6705,195.1996345519,71.03,469.197711732,8,2,4,0,8,34,60,4,4,0,0,3,0,0,1,0,0
703726,2000,5.2323,122.4655,194.4192825329,83.92,470.1929607,8,2,5,0,9,34,59,4,4,0,0,3,0,0,1,0,0
703727,45,6.1393,121.9883,189.2957329793,69.14,454.1868127,7,3,3,0,7,33,58,4,4,0,0,2,0,0,2,0,0
703882,30,4.7016,104.0865,166.2820033258,58.14,404.171162636,6,2,3,0,7,29,52,4,3,0,1,2,0,1,1,0,0
703958,120,5.355,109.0965,176.5852695527,58.14,438.132190284,6,2,3,0,8,30,52,4,3,0,1,2,0,1,1,0,0
704117,23,5.5194,103.6025,165.8687797869,45.25,409.166491856,7,2,2,0,7,29,52,3,3,0,0,1,0,0,2,0,0
704459,105300,4.0878,104.0304,163.2888762871,77.76,378.277009696,3,3,3,0,4,27,65,4,0,4,4,0,0,0,0,4,4
704460,99700,3.6977,99.4134,156.9239341727,77.76,364.261359632,2,3,3,0,4,26,62,4,0,4,4,0,0,0,0,4,4
704545,101000,4.91688,106.6246,165.0906422307,64.25,373.298079488,3,2,3,0,3,27,66,4,0,4,4,0,0,0,0,4,4
704546,130000,4.13668,97.3906,152.3607580019,64.25,345.26677936,1,2,3,0,3,25,60,4,0,4,4,0,0,0,0,4,4
704550,10,4.9144,101.3975,165.0884277678,58.14,410.161740824,7,2,3,0,8,29,51,3,3,0,0,2,0,0,1,0,0
705085,15848.93,8.6645,122.2206,231.1285187715,40.46,630.180346964,8,2,2,0,15,42,69,4,1,2,3,0,0,0,1,2,3
705086,15848.93,9.0546,126.8376,237.4934608859,40.46,644.195997028,9,2,2,0,15,43,72,4,1,2,3,0,0,0,1,2,3
705087,15848.93,8.9675,127.1078,237.8127723632,29.46,644.195997028,9,1,2,0,15,43,72,4,1,2,3,0,0,0,1,2,3
705088,6.73,9.3576,131.7248,244.1777144776,29.46,658.211647092,10,1,2,0,15,44,75,4,1,2,3,0,0,0,1,2,3
706164,15848.93,7.1487,111.9966,193.4054221251,40.46,494.205577708,6,2,2,0,9,34,63,4,1,2,3,0,0,0,1,2,3
706165,15848.93,7.0616,112.2668,193.7247336024,29.46,494.205577708,6,1,2,0,9,34,63,4,1,2,3,0,0,0,1,2,3
706282,15848.93,7.4517,116.8838,200.0896757168,29.46,508.221227772,7,1,2,0,9,35,66,4,1,2,3,0,0,0,1,2,3
706453,79.43,5.1527,106.9453,170.7448759387,65.38,422.161740824,7,3,4,0,8,30,52,3,3,0,0,1,0,0,2,0,0
706454,25.12,5.76412,116.5695,183.7940716448,54.38,450.193040952,8,2,4,0,8,32,58,3,3,0,0,1,0,0,2,0,0
706573,12.59,5.46112,111.6823,177.1098180531,65.38,436.177390888,7,3,4,0,8,31,55,3,3,0,0,1,0,0,2,0,0
707796,15848.93,6.7586,107.3796,187.0404800107,40.46,480.189927644,5,2,2,0,9,33,60,4,1,2,3,0,0,0,1,2,3
707916,15848.93,6.7586,107.3796,187.0404800107,40.46,480.189927644,5,2,2,0,9,33,60,4,1,2,3,0,0,0,1,2,3
707917,15848.93,7.1487,111.9966,193.4054221251,40.46,494.205577708,6,2,2,0,9,34,63,4,1,2,3,0,0,0,1,2,3
712273,291.5333333333,5.4065,129.4318,192.1373559864,40.54,429.26677936,2,1,3,0,3,32,67,5,1,2,4,0,0,0,1,2,4
1059758,235,5.67342,104.6054,151.9427364361,44.89,352.134240972,1,2,2,0,4,25,46,4,3,0,1,1,0,1,2,0,0
1059759,95,5.84752,109.2164,158.3076785505,44.89,366.149891036,1,2,2,0,4,26,49,4,3,0,1,1,0,1,2,0,0
1059760,7.4,6.40372,118.3564,170.3479597471,44.89,392.1655411,3,2,2,0,4,28,53,4,3,0,1,1,0,1,2,0,0
1059761,215,7.18392,127.5904,183.0778439759,44.89,420.196841228,3,2,2,0,4,30,59,4,3,0,1,1,0,1,2,0,0
1059763,7.1,5.46522,105.6052,152.5754480882,48.05,354.149891036,1,3,2,0,4,25,48,4,3,0,1,1,0,1,2,0,0
1059764,241.9,5.46522,105.6052,152.5754480882,48.05,354.149891036,1,3,2,0,4,25,48,4,3,0,1,1,0,1,2,0,0
1059765,105,5.63932,110.2162,158.9403902026,48.05,368.1655411,1,3,2,0,4,26,51,4,3,0,1,1,0,1,2,0,0
1059769,370,5.46522,105.6052,152.5754480882,48.05,354.149891036,1,3,2,0,4,25,48,4,3,0,1,1,0,1,2,0,0
1060495,3.98,3.04178,91.4155,145.6116072812,98.23,361.109627088,5,1,6,0,8,25,44,3,3,0,0,2,0,0,1,0,0
1060496,1000,3.43694,91.8805,140.9163895016,72.2,342.103813436,5,1,4,0,6,24,42,3,3,0,0,1,0,0,2,0,0
1060497,31.62,3.44554,98.4325,152.3948768455,81.43,372.11437812,6,1,5,0,7,26,46,3,3,0,0,1,0,0,2,0,0
1060498,12.59,3.58464,98.3905,156.5604122485,81.43,390.104956308,6,1,5,0,8,27,46,3,3,0,0,1,0,0,2,0,0
1060499,2,5.2866,108.8755,172.4717269226,55.4,439.021197952,6,1,3,0,8,28,44,3,3,0,0,0,0,0,3,0,0
1060500,5.01,4.14564,103.1015,162.9253543629,81.43,404.120606372,6,1,5,0,8,28,49,3,3,0,0,1,0,0,2,0,0
1060501,25.12,4.14564,103.1015,162.9253543629,81.43,404.120606372,6,1,5,0,8,28,49,3,3,0,0,1,0,0,2,0,0
1060502,25.12,3.40154,100.9385,157.9794669409,94.32,387.125277152,6,1,6,0,8,27,48,3,3,0,0,2,0,0,1,0,0
1060503,10,3.99434,101.0185,166.3105377467,94.32,423.106433528,7,1,6,0,10,29,48,3,3,0,0,2,0,0,1,0,0
1060504,6.31,3.27322,105.6535,168.7369887367,118.11,412.12052612,6,1,7,0,9,29,49,3,3,0,0,2,0,0,1,0,0
1060505,3.98,4.2931,105.3345,176.0638604778,73.22,457.108325348,7,1,5,0,11,31,50,3,3,0,0,1,0,0,2,0,0
1060506,12.59,3.549,103.1715,171.1179730558,86.11,440.112996128,7,1,6,0,11,30,49,3,3,0,0,2,0,0,1,0,0
1060507,56.295,3.42068,107.8865,181.8754948517,109.9,465.108245096,7,1,7,0,12,32,50,3,3,0,0,2,0,0,1,0,0
1060838,7300,4.6719,122.1763,188.4984420225,69.56,431.3399443,6,3,3,1,4,31,76,5,0,5,5,0,0,0,0,5,5
1060839,5600,5.7377,159.3106,242.2552256142,64.01,550.413443588,7,2,4,1,5,40,94,6,1,5,5,0,1,1,1,4,4
1060840,50800,3.8251,130.4613,200.6232178071,72.8,460.366493396,5,3,4,1,5,33,81,5,0,5,5,0,1,1,0,4,4
1060841,25300,4.2521,128.4106,200.186900853,70,461.350508984,5,2,4,1,5,33,80,5,0,5,5,0,1,1,0,4,4
1060842,109500,5.7097,139.3003,211.8314831533,69.56,481.355594364,7,3,3,1,4,35,82,5,1,4,4,0,0,0,1,4,4
1060843,123500,6.2707,144.0113,218.1964252677,69.56,495.371244428,7,3,3,1,4,36,85,5,1,4,4,0,0,0,1,4,4
1060844,109000,5.7522,144.1673,218.1964252677,69.56,495.371244428,8,3,3,1,4,36,85,5,1,4,4,0,0,0,1,4,4
1072488,26.8,4.7816,95.7742,144.2383105528,48.05,342.1543697,1,3,2,0,5,25,45,4,3,0,1,1,0,1,2,0,0
1139492,37.5,6.53492,118.0814,174.8667514731,49.41,411.212218924,3,2,3,0,6,30,57,4,3,0,1,1,0,1,2,0,0
1139493,35.2,6.8799,118.3544,178.8050755855,49.41,431.157596508,3,2,3,0,7,30,54,4,3,0,1,1,0,1,2,0,0
1139494,125.3,6.14482,113.4644,168.5018093587,49.41,397.19656886,3,2,3,0,6,29,54,4,3,0,1,1,0,1,2,0,0
1139499,184.5,5.50732,119.4932,179.6609852252,69.64,427.207133544,4,3,4,0,7,31,58,4,3,0,1,1,0,1,2,0,0
1139500,281.95,4.33702,105.6422,160.5661588821,69.64,385.160183352,2,3,4,0,7,28,49,4,3,0,1,1,0,1,2,0,0
1139501,58.25,4.72712,110.2592,166.9311009965,69.64,399.175833416,3,3,4,0,7,29,52,4,3,0,1,1,0,1,2,0,0
1162049,5678.5,4.9399,99.2517,145.9416976386,41.99,336.12963426,6,1,3,1,4,24,44,3,3,0,0,1,0,0,2,0,0
1162050,7500,4.9485,105.8037,157.4201849825,51.22,366.140198944,7,1,4,1,5,26,48,3,3,0,0,1,0,0,2,0,0
1162051,70.475,4.1796,98.6695,154.0895683431,75.11,371.110376036,6,2,5,1,7,26,44,3,3,0,0,1,0,0,2,0,0
1162052,33.15,4.803,106.4115,163.7915805458,75.11,431.030309916,6,2,5,1,7,26,44,3,3,0,0,1,0,0,2,0,0
1162053,1425.925,4.34892,103.4485,156.2889750546,75.11,367.135447912,6,2,5,1,6,26,47,3,3,0,0,1,0,0,2,0,0
1162054,28.5,4.7512,100.9905,154.8436454668,71.45,366.103813436,4,2,5,1,6,26,44,4,3,0,1,1,0,1,2,0,0
1162055,47.075,4.1462,98.7855,154.0317470161,84.34,367.099062404,4,2,6,1,7,26,43,4,3,0,1,1,0,1,2,0,0
1162056,7500,4.1462,98.7855,154.0317470161,84.34,367.099062404,4,2,6,1,7,26,43,4,3,0,1,1,0,1,2,0,0
1162057,7500,4.4406,97.1207,149.2375132639,64.11,351.104147784,4,1,5,1,6,25,42,4,3,0,1,1,0,1,2,0,0
1162073,5775,4.8481,110.921,167.6273377197,79.29,394.135113564,7,2,5,1,6,28,50,3,3,0,0,1,0,0,2,0,0
1162074,294.125,4.0405,98.7115,149.9240329402,75.11,353.119797848,6,2,5,1,6,25,44,3,3,0,0,1,0,0,2,0,0
1162075,3927.975,4.51718,105.6315,161.4934531867,86.01,377.119797848,6,2,5,1,6,27,46,3,3,0,0,1,0,0,2,0,0
1162076,76.4,5.408,108.6165,164.6034789965,62.22,430.035060948,6,2,4,1,6,26,45,3,3,0,0,1,0,0,2,0,0
1162077,7500,4.7846,100.8745,154.9014667937,62.22,370.115127068,6,2,4,1,6,26,45,3,3,0,0,1,0,0,2,0,0
1162078,44.9,4.7846,100.8745,154.9014667937,62.22,370.115127068,6,2,4,1,6,26,45,3,3,0,0,1,0,0,2,0,0
1162079,125.55,4.7846,100.8745,154.9014667937,62.22,370.115127068,6,2,4,1,6,26,45,3,3,0,0,1,0,0,2,0,0
1162080,10000,4.7846,100.8745,154.9014667937,62.22,370.115127068,6,2,4,1,6,26,45,3,3,0,0,1,0,0,2,0,0
1162081,10000,4.6455,100.9165,150.7359313908,62.22,352.12454888,6,2,4,1,5,25,45,3,3,0,0,1,0,0,2,0,0
1162082,219.3666666667,4.6455,100.9165,150.7359313908,62.22,352.12454888,6,2,4,1,5,25,45,3,3,0,0,1,0,0,2,0,0
1162083,907.25,4.6455,100.9165,150.7359313908,62.22,352.12454888,6,2,4,1,5,25,45,3,3,0,0,1,0,0,2,0,0
1178578,0.78,4.9203,153.2296,248.943477094,93.06,590.247995312,5,2,6,0,8,43,79,7,2,4,5,0,1,1,2,3,4
1178579,0.43,5.1218,150.4976,247.6920802091,102.29,592.227259868,5,2,7,0,9,43,77,7,2,4,5,0,1,1,2,3,4
1178580,8.78,4.9965,149.4176,242.5785349796,93.06,576.232345248,4,2,6,0,8,42,76,7,2,4,5,0,1,1,2,3,4
1178581,0.71,3.1617,150.0776,249.2136990917,105.53,599.269459028,5,2,8,0,10,43,82,7,1,5,6,0,2,2,1,3,4
1178582,3.93,6.2026,166.3276,269.1896971447,93.06,654.192137312,6,2,8,0,10,45,81,7,2,4,5,0,1,1,2,3,4
1178583,0.38,4.6259,154.8944,253.7377108462,113.29,606.242909932,5,3,7,0,9,44,80,7,2,4,5,0,1,1,2,3,4
1178584,21.1,3.6174,147.7524,250.8940634916,148.3,610.212672424,5,3,10,0,12,44,76,7,2,4,5,1,1,1,1,3,4
1178585,7.35,5.6218,159.9846,259.0665871194,93.06,622.220066312,6,2,7,0,9,44,80,7,2,4,5,0,1,1,2,3,4
1178586,1.75,5.6218,159.9846,259.0665871194,93.06,622.220066312,6,2,7,0,9,44,80,7,2,4,5,0,1,1,2,3,4
1178587,1.87,5.3274,161.6494,263.8608208716,113.29,638.214980932,6,3,8,0,10,45,81,7,2,4,5,0,1,1,2,3,4
1178588,2.82,5.3274,161.6494,263.8608208716,113.29,638.214980932,6,3,8,0,10,45,81,7,2,4,5,0,1,1,2,3,4
1178589,2.97,5.9808,166.6594,274.1640870985,113.29,672.17600858,6,3,8,0,11,46,81,7,2,4,5,0,1,1,2,3,4
1250745,4171.75,5.5026,120.3517,183.514255451,77,428.13069688,5,1,6,1,7,31,51,5,4,0,1,2,0,1,2,0,0
1250746,4169.5,5.81102,125.0887,189.8791975654,77,442.146346944,5,1,6,1,7,32,54,5,4,0,1,2,0,1,2,0,0
1250747,4303.25,5.81102,125.0887,189.8791975654,77,442.146346944,5,1,6,1,7,32,54,5,4,0,1,2,0,1,2,0,0
1250748,1509.48,5.81102,125.0887,189.8791975654,77,442.146346944,5,1,6,1,7,32,54,5,4,0,1,2,0,1,2,0,0
1250749,4928.75,5.5112,126.9037,194.9927427949,86.23,458.141261564,6,1,7,1,8,33,55,5,4,0,1,2,0,1,2,0,0
1250750,3030.92,5.5112,126.9037,194.9927427949,86.23,458.141261564,6,1,7,1,8,33,55,5,4,0,1,2,0,1,2,0,0
1250751,178.6,6.065,129.7297,196.2441396798,77,456.161997008,6,1,6,1,7,33,57,5,4,0,1,2,0,1,2,0,0
1250752,205.96,6.4551,134.3467,202.6090817941,77,470.177647072,7,1,6,1,7,34,60,5,4,0,1,2,0,1,2,0,0
1250753,84.275,6.2898,136.1157,207.7226270237,86.23,486.172561692,7,1,7,1,8,35,61,5,4,0,1,2,0,1,2,0,0
1250754,2599.95,5.2082,122.0165,188.3084892032,97.23,444.1256115,5,2,7,1,8,32,52,5,4,0,1,2,0,1,2,0,0
1250755,300.4,5.5686,134.6787,202.00397335,80.24,471.17289604,6,1,7,1,8,34,59,5,4,0,1,2,0,1,2,0,0
1250756,1090.68,5.2962,138.0785,212.8695380615,111.14,520.123897248,7,1,8,1,10,36,60,5,4,0,1,2,0,1,2,0,0
1250757,243.96,5.7052,130.3562,200.4056617798,94.07,470.141261564,6,1,7,1,8,34,56,5,4,0,1,2,0,1,2,0,0
1250758,330.8,6.4289,136.0737,211.8881624266,86.23,504.16313988,7,1,7,1,9,36,61,5,4,0,1,2,0,1,2,0,0
1250759,3794,5.8443,130.3142,204.5711971827,94.07,488.131839752,6,1,7,1,9,35,56,5,4,0,1,2,0,1,2,0,0
1250760,4157.5,5.2008,127.311,198.8349534176,114.3,472.12052612,6,2,7,1,9,34,54,5,4,0,1,2,0,1,2,0,0
1250761,5067.1666666667,4.6015,128.8696,199.3806103624,120.09,471.136510532,6,2,7,2,9,34,55,5,4,0,1,2,0,1,2,0,0
1250870,3237.8,4.8622,133.7419,205.9555239634,106.1,485.152160596,7,2,7,2,9,35,58,5,4,0,1,2,0,1,2,0,0
1250871,3119.82,5.0013,133.6999,210.1210593663,106.1,503.142738784,7,2,7,2,10,36,58,5,4,0,1,2,0,1,2,0,0
1250872,34.24,5.2044,138.3692,212.5304375644,97.31,499.16781066,7,1,7,2,9,36,61,5,4,0,1,2,0,1,2,0,0
1250873,5580,5.2044,138.3692,212.5304375644,97.31,499.16781066,7,1,7,2,9,36,61,5,4,0,1,2,0,1,2,0,0
1250874,120.34,5.3435,138.3272,216.6959729673,97.31,517.158388848,7,1,7,2,10,37,61,5,4,0,1,2,0,1,2,0,0
1250875,166.86,5.5945,142.9862,218.8953796788,97.31,513.183460724,8,1,7,2,9,37,64,5,4,0,1,2,0,1,2,0,0
1250876,64.898,5.7336,142.9442,223.0609150817,97.31,531.174038912,8,1,7,2,10,38,64,5,4,0,1,2,0,1,2,0,0
1250877,803,6.2479,147.9962,229.1986459057,97.31,547.144488372,8,1,7,2,10,38,64,5,4,0,1,2,0,1,2,0,0
1250878,1096.88,6.1287,150.1062,230.6194327541,97.31,539.199110788,7,1,7,2,9,39,68,6,4,1,2,2,1,2,2,0,0
1250879,3051.34,6.2678,150.0642,234.784968157,97.31,557.189688976,7,1,7,2,10,40,68,6,4,1,2,2,1,2,2,0,0
1250880,21.625,4.975,147.0742,229.3680358692,106.54,541.178375344,7,1,8,2,10,39,66,6,4,1,2,2,1,2,2,0,0
1250881,54.5,5.1141,147.0322,233.5335712721,106.54,559.168953532,7,1,8,2,11,40,66,6,4,1,2,2,1,2,2,0,0
1250882,165.04,5.8777,145.4472,228.4200260426,97.31,543.174038912,7,1,7,2,10,39,65,6,4,1,2,2,1,2,2,0,0
1250883,467.76,6.1229,145.7772,236.7510968484,97.31,579.155195288,7,1,7,2,12,41,65,6,4,1,2,2,1,2,2,0,0
1250884,141.5,6.6372,150.8292,242.8888276724,97.31,595.125644748,7,1,7,2,12,41,65,6,4,1,2,2,1,2,2,0,0
1250885,3152.56,5.8094,140.5742,213.3107895834,84.42,498.172561692,7,1,6,2,8,36,62,5,4,0,1,1,0,1,3,0,0
1250886,1400.5,5.2044,138.3692,212.5304375644,97.31,499.16781066,7,1,7,2,9,36,61,5,4,0,1,2,0,1,2,0,0
1250887,457,4.5994,136.1642,211.7500855453,110.2,500.163059628,7,1,8,2,10,36,60,5,4,0,1,2,0,1,2,0,0
1251147,18,5.5194,103.6025,165.8687797869,45.25,409.166491856,7,2,2,0,7,29,52,3,3,0,0,1,0,0,2,0,0
1251148,2000,5.5194,103.6025,165.8687797869,45.25,409.166491856,7,2,2,0,7,29,52,3,3,0,0,1,0,0,2,0,0
1251149,473,5.6585,103.5605,170.0343151898,45.25,427.157070044,7,2,2,0,8,30,52,3,3,0,0,1,0,0,2,0,0
1251150,2000,5.82782,108.3395,172.2337219013,45.25,423.18214192,7,2,2,0,7,30,55,3,3,0,0,1,0,0,2,0,0
1251151,2000,6.5382,108.6045,184.7303281101,45.25,477.153876484,8,2,2,0,10,33,55,3,3,0,0,1,0,0,2,0,0
1251152,2000,5.39108,108.3175,176.6263015828,69.04,434.161740824,7,2,3,0,8,31,53,3,3,0,0,1,0,0,2,0,0
1251153,9,5.82782,108.3395,172.2337219013,45.25,423.18214192,7,2,2,0,7,30,55,3,3,0,0,1,0,0,2,0,0
1251250,21,5.39108,108.3175,176.6263015828,69.04,434.161740824,7,2,3,0,8,31,53,3,3,0,0,1,0,0,2,0,0
1251252,94,5.6585,103.5605,170.0343151898,45.25,427.157070044,7,2,2,0,8,30,52,3,3,0,0,1,0,0,2,0,0
1251253,230,5.82782,108.3395,172.2337219013,45.25,423.18214192,7,2,2,0,7,30,55,3,3,0,0,1,0,0,2,0,0
1251254,640,6.5382,108.6045,184.7303281101,45.25,477.153876484,8,2,2,0,10,33,55,3,3,0,0,1,0,0,2,0,0
1251255,28,5.39108,108.3175,176.6263015828,69.04,434.161740824,7,2,3,0,8,31,53,3,3,0,0,1,0,0,2,0,0
1251256,21,5.39108,108.3175,176.6263015828,69.04,434.161740824,7,2,3,0,8,31,53,3,3,0,0,1,0,0,2,0,0
1251257,33,5.6585,103.5605,170.0343151898,45.25,427.157070044,7,2,2,0,8,30,52,3,3,0,0,1,0,0,2,0,0
1251258,976,5.82782,108.3395,172.2337219013,45.25,423.18214192,7,2,2,0,7,30,55,3,3,0,0,1,0,0,2,0,0
1251259,2000,6.5382,108.6045,184.7303281101,45.25,477.153876484,8,2,2,0,10,33,55,3,3,0,0,1,0,0,2,0,0
1251260,113,5.39108,108.3175,176.6263015828,69.04,434.161740824,7,2,3,0,8,31,53,3,3,0,0,1,0,0,2,0,0
1251261,311,5.3066,106.2915,167.0623553448,45.25,403.175913668,6,2,2,0,6,29,53,4,3,0,1,1,0,1,2,0,0
1251262,125,5.4457,106.2495,171.2278907478,45.25,421.166491856,6,2,2,0,7,30,53,4,3,0,1,1,0,1,2,0,0
1251263,16,5.61502,111.0285,173.4272974592,45.25,417.191563732,6,2,2,0,6,30,56,4,3,0,1,1,0,1,2,0,0
1251264,45,6.0691,113.9915,180.9299029505,45.25,481.086425736,6,2,2,0,7,30,53,4,3,0,1,1,0,1,2,0,0
1251265,356,5.17828,111.0065,177.8198771407,69.04,428.171162636,6,2,3,0,7,31,54,4,3,0,1,1,0,1,2,0,0
1251266,2000,4.7101,119.4013,190.052695841,79.39,481.153463972,7,2,4,0,9,33,59,4,3,0,1,1,0,1,2,0,0
1251267,1040,4.58178,124.1163,200.8102176369,103.18,506.14871294,7,2,5,0,10,35,60,4,3,0,1,1,0,1,2,0,0
1251268,1062.5,4.58178,124.1163,200.8102176369,103.18,506.14871294,7,2,5,0,10,35,60,4,3,0,1,1,0,1,2,0,0
1251270,1060,4.58178,124.1163,200.8102176369,103.18,506.14871294,7,2,5,0,10,35,60,4,3,0,1,1,0,1,2,0,0
1264708,535,5.2834,138.7496,218.1240927914,87.49,529.175678724,4,2,7,0,8,36,68,6,2,3,4,1,0,0,1,3,4
1264710,45.5,5.3054,143.2026,223.7994318736,87.49,541.175678724,4,2,7,0,8,37,69,6,2,3,4,1,0,0,1,3,4
1264711,17,5.2534,143.4816,227.9649672765,87.49,559.166256912,4,2,7,0,9,38,69,6,2,3,4,1,0,0,1,3,4
1264712,50,5.5747,147.9476,229.9371626976,87.49,557.146128184,4,2,7,0,8,37,69,6,2,3,4,1,0,0,1,3,4
1264713,295,5.2133,142.8536,219.6338964707,87.49,523.185100536,4,2,7,0,7,36,69,6,2,3,4,1,0,0,1,3,4
1264718,55.6,6.1805,154.6943,247.809722544,119.84,589.21342346,7,1,9,0,9,42,77,7,3,3,4,2,0,0,1,3,4
1264879,22.4,6.11264,152.2733,242.7039762474,106.7,583.206229904,7,1,9,0,9,40,77,6,2,3,4,2,0,0,0,3,4
1264880,32.45,6.425,160.2113,251.9661535182,106.7,603.174929776,7,1,9,0,9,42,75,7,3,3,4,2,0,0,1,3,4
1264881,17.3,6.3635,162.3343,254.3257902478,106.7,597.21850884,7,1,8,0,8,43,78,7,3,3,4,2,0,0,1,3,4
1264882,13.3,4.91372,147.3603,237.2287158114,119.59,562.213757808,7,1,9,0,9,40,74,6,2,3,4,2,0,0,0,3,4
1385514,10,6.9938,143.5508,217.0509185031,68.65,505.2286796,11,1,5,0,6,36,71,5,3,0,2,1,0,0,2,0,2
